world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/portugal/setubal,Setúbal,Setúbal,13,47,see,Moinho de Maré da Mourisca,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.5283,-8.80318,Arrábida Natural Park,europe/portugal/setubal/arrabida_natural_park,0.419,16.453,7.847,has_external_url,https://visitsetubal.com/en/one-world/natureza_en/estuario-do-sado_en/moinho-de-mare-da-mourisca_en/,https://en.wikivoyage.org/wiki/Set%C3%BAbal
northamerica/unitedstates/wisconsin/madison,Madison,Madison,11,84,see,Ten Chimneys,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,42.96513,-88.3777,State Street,northamerica/unitedstates/wisconsin/madison/state_street,0.333,83.372,82.724,has_external_url; far_from_parent,http://www.tenchimneys.org/,https://en.wikivoyage.org/wiki/Madison
northamerica/unitedstates/kansas/kansascity,Kansas City,Kansas City,16,127,do,Kansas City Renaissance Festival,0.71,candidate,has coordinates; high-value type; has external URL,39.10966,-94.88149,Joe's Kansas City Bar-B-Que,northamerica/unitedstates/kansas/kansascity/joes_kansas_city_bbq,0.508,19.785,26.196,has_external_url; day_trip_review,http://www.kcrenfest.com/,https://en.wikivoyage.org/wiki/Kansas_City
asia/china/hunan/zhuzhou,Zhuzhou,Zhuzhou,4,48,see,Yanling Red Army Slogan Museum,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,26.488168,113.770277,Xiangjiang River Scenic Belt,asia/china/hunan/zhuzhou/xiangjiang_scenic_belt,0.414,162.709,162.547,has_external_url; far_from_parent,http://hnred.cn/?list_16/374.html,https://en.wikivoyage.org/wiki/Zhuzhou
northamerica/unitedstates/arizona/flagstaff,Flagstaff,Flagstaff,12,67,do,Twin Arrows Casino Resort,0.71,candidate,has coordinates; high-value type; has external URL,35.167267,-111.25892,Lava River Cave,northamerica/unitedstates/arizona/flagstaff/lava_river_cave,0.35,48.404,35.879,has_external_url; day_trip_review,http://www.twinarrows.com/,https://en.wikivoyage.org/wiki/Flagstaff
asia/china/hubei/jingzhou,Jingzhou,Jingzhou,5,39,do,Honghu Wetland National Nature Reserve,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.802994,113.443037,Guan Yu Statue Site,asia/china/hubei/jingzhou/guan_yu_statue,0.456,133.113,129.952,has_external_url; far_from_parent,http://www.honghust.com/index.aspx,https://en.wikivoyage.org/wiki/Jingzhou
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,BAPS Shri Swaminarayan Mandir,0.71,candidate,has coordinates; high-value type; has external URL,41.94291,-88.2061,Pilsen Mural District,northamerica/unitedstates/illinois/chicago/pilsen_murals,0.4,45.9,48.715,has_external_url; day_trip_review,http://www.baps.org/Global-Network/North-America/Chicago.aspx,https://en.wikivoyage.org/wiki/Chicago
northamerica/unitedstates/montana/bozeman,Bozeman,Bozeman,7,37,see,Eli Ridgway Gallery,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.68779,111.03134,Bridger Bowl,northamerica/unitedstates/montana/bozeman/bridger_bowl,0.387,9042.342,9050.518,has_external_url; far_from_parent,https://www.eliridgway.com/,https://en.wikivoyage.org/wiki/Bozeman
northamerica/unitedstates/texas/sanantonio,San Antonio,San Antonio,26,86,do,Natural Bridge Caverns,0.71,candidate,has coordinates; high-value type; has external URL,29.691989,-98.34285,Bracken Cave,northamerica/unitedstates/texas/sanantonio/bracken_cave,0.471,10.262,33.179,has_external_url; day_trip_review,https://naturalbridgecaverns.com/,https://en.wikivoyage.org/wiki/San_Antonio
asia/india/punjab/amritsar,Amritsar,Amritsar,10,63,see,Faridkot Fort,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.67253,74.753814,Akal Takht,asia/india/punjab/amritsar/akal_takht,0.348,105.999,107.504,has_external_url; far_from_parent,http://www.faridkot.nic.in/,https://en.wikivoyage.org/wiki/Amritsar
northamerica/unitedstates/indiana/indianapolis,Indianapolis,Indianapolis,42,225,see,Bill Monroe's Bluegrass Hall of Fame & Country Star Museum,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.7749211,-87.394309,Indianapolis Motor Speedway and Museum,northamerica/unitedstates/indiana/indianapolis/indianapolis_motor_speedway,0.429,246.079,246.185,has_external_url; far_from_parent,http://www.beanblossom.com/,https://en.wikivoyage.org/wiki/Indianapolis
northamerica/unitedstates/mississippi/tupelo,Tupelo,Tupelo,0,14,see,Brice's Cross Roads National Battlefield Site,0.71,candidate,has coordinates; high-value type; has external URL,34.5061,-88.7289,,,0.0,,27.73,has_external_url; day_trip_review,https://www.nps.gov/brcr,https://en.wikivoyage.org/wiki/Tupelo
northamerica/unitedstates/california/orangecounty/costamesa,Costa Mesa,Costa Mesa,6,21,do,TeWinkle Park,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,33.66999,117.89634,South Coast Plaza,northamerica/unitedstates/california/orangecounty/costamesa/south_coast_plaza,0.267,10529.445,10530.793,has_external_url; far_from_parent,https://www.costamesaca.gov/government/departments-and-divisions/parks-and-community-services/map-of-city-parks-facilities/map-of-city-parks/tewinkle-park,https://en.wikivoyage.org/wiki/Costa_Mesa
northamerica/unitedstates/southcarolina/greenville,Greenville,Greenville (South Carolina),10,71,see,Sigal Music Museum,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.8565,82.4028,Shoeless Joe Jackson Museum,northamerica/unitedstates/southcarolina/greenville/shoeless_joe_jackson_museum,0.489,12105.921,12104.666,has_external_url; far_from_parent,https://sigalmusicmuseum.org/,https://en.wikivoyage.org/wiki/Greenville_%28South_Carolina%29
europe/switzerland/lucerne,Lucerne,Lucerne,13,66,do,Go Trekking or Mountain Biking around Engelberg,0.71,candidate,has coordinates; high-value type; has external URL,46.8198,8.41003,Lion Monument,europe/switzerland/lucerne/lion_monument,0.3,27.578,26.914,has_external_url; day_trip_review,http://www.engelberg.ch/,https://en.wikivoyage.org/wiki/Lucerne
europe/russia/khabarovsk,Khabarovsk,Khabarovsk,9,58,do,Durminskoye Reserve,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.84211,135.97298,Khabarovsk Regional Museum (Grodekov Museum),europe/russia/khabarovsk/regional_museum,0.356,97.468,97.062,has_external_url; far_from_parent,https://www.durminskoe.ru,https://en.wikivoyage.org/wiki/Khabarovsk
europe/ukraine/kharkiv,Kharkiv,Kharkiv,13,157,see,Sviatohirs'k,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.03157,37.55985,Barabashovo Market,europe/ukraine/kharkiv/barabashovo_market,0.333,141.796,143.582,has_external_url; far_from_parent,http://www.svyatogorsk.dn.ua/,https://en.wikivoyage.org/wiki/Kharkiv
asia/china/jiangxi/shangrao,Shangrao,Shangrao,6,11,see,Hilton Sanqing Mountain Resort,0.71,candidate,has coordinates; high-value type; has external URL,28.9339,118.0598,Sanqingshan Access Point,asia/china/jiangxi/shangrao/sanqingshan_base,0.519,2.658,54.046,has_external_url; day_trip_review,https://www.hilton.com/en/hotels/sqdhihi-hilton-sanqingshan-resort/,https://en.wikivoyage.org/wiki/Shangrao
europe/ukraine/kyiv,Kyiv,Kyiv,52,205,see,Pereyaslav,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.059,31.4788,Kyiv Pechersk Lavra,europe/ukraine/kyiv/kyiv_pechersk_lavra,0.483,77.673,80.605,has_external_url; far_from_parent,http://www.niez.com.ua/,https://en.wikivoyage.org/wiki/Kyiv
northamerica/unitedstates/newyorkstate/lakegeorge,Lake George,Lake George,0,22,do,Beaver Brook Outfitters,0.71,candidate,has coordinates; high-value type; has external URL,43.717022,-74.0098,,,0.0,,40.264,has_external_url; day_trip_review,https://www.beaverbrook.net/,https://en.wikivoyage.org/wiki/Lake_George
southamerica/peru/iquitos,Iquitos,Iquitos,8,28,see,Fossil Creek Wildlife Refuge,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-3.386,-72.594,Belén Floating Village,southamerica/peru/iquitos/belen,0.32,82.801,82.722,has_external_url; far_from_parent,https://web.facebook.com/Fossilcreekreserve/,https://en.wikivoyage.org/wiki/Iquitos
africa/nigeria/yola,Yola,Yola,6,15,see,Sukur or Sukur Cultural Landscape,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.7371,13.5788,Yola Central Mosque,africa/nigeria/yola/yola_central_mosque,0.385,207.716,208.206,has_external_url; far_from_parent,http://whc.unesco.org/en/list/938/,https://en.wikivoyage.org/wiki/Yola
northamerica/unitedstates/florida/st_augustine,St. Augustine,St. Augustine,15,75,do,Ripple Effect Ecotours,0.71,candidate,has coordinates; high-value type; has external URL,29.66953,-81.21531,Memorial Presbyterian Church,northamerica/unitedstates/florida/st_augustine/memorial_presbyterian_church,0.4,26.796,26.805,has_external_url; day_trip_review,https://www.rippleeffectecotours.com/,https://en.wikivoyage.org/wiki/St._Augustine
northamerica/unitedstates/alaska/anchorage,Anchorage,Anchorage,23,84,see,Latvia (Honorary),0.71,candidate,has coordinates; high-value type; has external URL,61.55402,-149.27137,Alaska Zoo,northamerica/unitedstates/alaska/anchorage/alaska_zoo,0.375,54.409,50.127,has_external_url; day_trip_review,https://www.embassypages.com/latvia-consulate-anchorage-unitedstates,https://en.wikivoyage.org/wiki/Anchorage
northamerica/unitedstates/arizona/grandcanyon,Grand Canyon,Grand Canyon,6,52,see,Grand Canyon Skywalk (Grand Canyon West),0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.0122,-113.811,Mather Point,northamerica/unitedstates/arizona/grandcanyon/mather_point,0.25,153.285,154.439,has_external_url; far_from_parent,https://grandcanyonwest.com/explore/west-rim/skywalk-eagle-point/,https://en.wikivoyage.org/wiki/Grand_Canyon
europe/hungary/veszprem,Veszprém,Veszprém,11,105,see,St. Emeric Roman Catholic Piarist Church,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,17.9039,47.096,Veszprém Castle District,europe/hungary/veszprem/castle_district,0.476,4197.532,4196.965,has_external_url; far_from_parent,http://veszprem.varosom.hu/latnivalok/vallasi-epuletek/Szent-Imre-romai-katolikus-Piarista-Templom.html,https://en.wikivoyage.org/wiki/Veszpr%C3%A9m
northamerica/unitedstates/washington/olympicnationalpark,Olympic National Park,Olympic National Park,10,49,see,Ozette,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.1545,-124.6697,Hoh Rain Forest,northamerica/unitedstates/washington/olympicnationalpark/hoh_rain_forest,0.286,63.714,89.43,has_external_url; far_from_parent,https://www.nps.gov/olym/planyourvisit/visiting-ozette.htm,https://en.wikivoyage.org/wiki/Olympic_National_Park
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Vilhivschynskyy reserve,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.65174,34.8452,Poltava Regional Museum,europe/ukraine/poltava/poltava_local_history_museum,0.304,22.871,82.045,has_external_url; far_from_parent,http://www.eco-poltava.gov.ua/i_vilxiv.htm,https://en.wikivoyage.org/wiki/Poltava
northamerica/unitedstates/nevada/elko,Elko,Elko,6,19,do,Wild Horse State Recreation Area,0.71,candidate,has coordinates; high-value type; has external URL,41.6708,-115.8,Northeastern Nevada Museum,northamerica/unitedstates/nevada/elko/northeastern_nevada_museum,0.345,65.778,65.898,has_external_url; day_trip_review,http://parks.nv.gov/parks/wild-horse,https://en.wikivoyage.org/wiki/Elko
northamerica/unitedstates/california/inlandempire/temecula,Temecula,Temecula,17,26,do,Palomar Observatory,0.71,candidate,has coordinates; high-value type; has external URL,33.355833,-116.865,Hot-Air Balloon Rides,northamerica/unitedstates/california/inlandempire/temecula/balloon_rides,0.4,26.596,30.41,has_external_url; day_trip_review,http://www.astro.caltech.edu/palomar/,https://en.wikivoyage.org/wiki/Temecula
asia/indonesia/rajaampat,Raja Ampat,Raja Ampat,5,15,do,Meridian Adventure Dive Resort,0.71,candidate,has coordinates; high-value type; has external URL,-0.433574,130.807642,Cape Kri Dive Site,asia/indonesia/rajaampat/cape_kri,0.458,28.06,40.085,has_external_url; day_trip_review,https://dive.meridianadventures.com/,https://en.wikivoyage.org/wiki/Raja_Ampat
europe/unitedkingdom/england/norfolk/the_norfolk_broads,The Norfolk Broads,Norfolk Broads,0,34,see,Benacre Broad NNR,0.71,candidate,has coordinates; high-value type; has external URL,52.372,1.702,,,0.0,,30.551,has_external_url; day_trip_review,https://www.gov.uk/government/publications/suffolks-national-nature-reserves/suffolks-national-nature-reserves#benacre,https://en.wikivoyage.org/wiki/Norfolk_Broads
europe/germany/badenwrttemberg/karlsruhe,Karlsruhe,Karlsruhe,12,41,do,Schloss Lichtspiele,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.01251,40435.0,Schlosspark and Municipal Park,europe/germany/badenwrttemberg/karlsruhe/schlosspark,0.49,7055.827,7056.139,has_external_url; far_from_parent,https://www.schlosslichtspiele.info/,https://en.wikivoyage.org/wiki/Karlsruhe
northamerica/unitedstates/arizona/grandcanyon,Grand Canyon,Grand Canyon,6,52,see,Supai and its waterfalls,0.71,candidate,has coordinates; high-value type; has external URL,36.1529,-112.6403,South Kaibab Trail,northamerica/unitedstates/arizona/grandcanyon/south_kaibab_trail,0.476,51.288,49.241,has_external_url; day_trip_review,http://theofficialhavasupaitribe.com/,https://en.wikivoyage.org/wiki/Grand_Canyon
asia/china/sichuanprovince/chengdu,Chengdu,Chengdu,44,95,see,Liujiang Old Town,0.71,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.7171722,103.2326049,Pixian Douban (郫县豆瓣),asia/china/sichuanprovince/chengdu/pixian_douban,0.533,136.68,124.442,has_external_url; far_from_parent,http://www.hongya.org/,https://en.wikivoyage.org/wiki/Chengdu
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Colonel Cave,0.71,candidate,has coordinates; high-value type; strong travel term,31.07183,35.39372,Mount Nebo,asia/jordan/deadsea/mount_nebo,0.273,83.63,65.541,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29
europe/spain/galicia/ourense,Ourense,Ourense,7,17,see,Montealegre Botanic Garden,0.71,candidate,has coordinates; high-value type; strong travel term,42.3344,-7.8504,Cathedral of Ourense,europe/spain/galicia/ourense/cathedral,0.348,,30.14,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ourense
africa/sierraleone/freetown,Freetown,Freetown,35,49,see,Bunce Island,0.71,candidate,has coordinates; high-value type; strong travel term,8.5702,-13.0402,Banana Island Beaches,africa/sierraleone/freetown/banana_island_beaches,0.545,51.435,27.025,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Freetown
asia/china/sichuanprovince/panzhihua,Panzhihua,Panzhihua,5,10,see,West Chuk Temple,0.71,candidate,has coordinates; high-value type; strong travel term,26.3624,101.475943,Gesala Eco-Tourism Area,asia/china/sichuanprovince/panzhihua/gesala_eco_tourism_area,0.41,32.818,34.369,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Panzhihua
asia/indonesia/banten/pandeglang,Pandeglang,Pandeglang,6,5,do,Tanjung Lesung Beach,0.71,candidate,has coordinates; high-value type; strong travel term,-6.478687,105.655812,Carita Beach,asia/indonesia/banten/pandeglang/carita_beach,0.5,29.245,53.312,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Pandeglang
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,do,Ein Bokek Public Beach,0.71,candidate,has coordinates; high-value type; strong travel term,31.19593,35.36313,Mount Nebo,asia/jordan/deadsea/mount_nebo,0.25,72.384,53.368,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29
europe/ireland/westport,Westport,Westport (Ireland),5,18,see,Clare Island,0.71,candidate,has coordinates; high-value type; strong travel term,53.808,-9.987,Clew Bay,europe/ireland/westport/clew_bay,0.5,24.131,30.664,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Westport_%28Ireland%29
asia/iran/yazd,Yazd,Yazd,9,25,see,Market Square Clock,0.71,candidate,has coordinates; high-value type; strong travel term,31.899102,54.371685,Jameh Mosque of Yazd,asia/iran/yazd/jameh_mosque,0.462,33.909,31.889,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Yazd
asia/china/jiangsu_province/nantong,Nantong,Nantong,5,9,see,Haohe River Scenic and Historic Spot,0.71,candidate,has coordinates; high-value type; strong travel term,32.05154,120.52124,Haohe River,asia/china/jiangsu_province/nantong/haohe_river,0.468,35.036,36.507,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Nantong
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Wat Mun Lek Folk Museum,0.71,candidate,has coordinates; high-value type; strong travel term,9.25747,99.19023,Night Markets and Southern Thai Food,asia/thailand/surat_thani/night_markets_and_local_food,0.305,,45.901,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Surat_Thani
europe/ireland/kenmare,Kenmare,Kenmare,16,14,see,Staigue Stone Fort,0.71,candidate,has coordinates; high-value type; strong travel term,51.805,-10.016,Kenmare Stone Circle,europe/ireland/kenmare/stonecircles,0.526,30.806,30.801,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kenmare
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Malham Cave,0.71,candidate,has coordinates; high-value type; strong travel term,31.07646,35.39707,Machaerus,asia/jordan/deadsea/machaerus,0.5,58.678,64.961,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29
europe/spain/canaryislands/fuerteventura,Fuerteventura,Fuerteventura,6,6,see,Oasis Park,0.71,candidate,has coordinates; high-value type; strong travel term,28.1853,-14.1618,Isla de Lobos,europe/spain/canaryislands/fuerteventura/isla_de_lobos,0.3,71.345,28.427,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Fuerteventura
asia/india/tamilnadu/cuddalore,Cuddalore,Cuddalore,3,7,see,Mulanathaswami Temple,0.71,candidate,has coordinates; high-value type; strong travel term,11.807012,79.742253,Pichavaram Mangrove Forest,asia/india/tamilnadu/cuddalore/pichavaram_mangroves,0.298,42.477,54.216,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Cuddalore
asia/india/andhrapradesh/kurnool,Kurnool,Kurnool,6,9,see,Ayyappa Swamy Temple,0.71,candidate,has coordinates; high-value type; strong travel term,15.46229,78.16063,Mahanandi Temple,asia/india/andhrapradesh/kurnool/mahanandi,0.444,41.696,42.896,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kurnool
asia/china/hebei/cangzhou,Cangzhou,Cangzhou,3,63,see,Huanghua Forest Park,0.71,candidate,has coordinates; high-value type; strong travel term,38.37425,117.38785,Cangzhou Iron Lion,asia/china/hebei/cangzhou/cangzhou_iron_lion,0.368,45.561,45.561,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Cangzhou
northamerica/mexico/puebla,Puebla,Puebla,14,54,do,National park La Malinche,0.71,candidate,has coordinates; high-value type; strong travel term,19.231256,-98.0316412,Biblioteca Palafoxiana,northamerica/mexico/puebla/biblioteca_palafoxiana,0.409,27.372,27.97,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Puebla
northamerica/mexico/puebla,Puebla,Puebla,14,54,do,National park Iztaccíhuatl-Popocatépetl,0.71,candidate,has coordinates; high-value type; strong travel term,19.0896224,-98.6301205,Fonda de Santa Clara,northamerica/mexico/puebla/fonda_de_santa_clara,0.357,45.625,44.863,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Puebla
europe/ireland/westport,Westport,Westport (Ireland),5,18,see,Inishbofin Island,0.71,candidate,has coordinates; high-value type; strong travel term,53.618,-10.213,Westport House,europe/ireland/westport/westport_house,0.258,48.951,49.887,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Westport_%28Ireland%29
asia/indonesia/irianjaya/baliemvalley,Baliem Valley,Baliem Valley,8,10,see,Mbua Waterfall,0.71,candidate,has coordinates; high-value type; strong travel term,-4.232687,138.563063,Gua Kontilola,asia/indonesia/irianjaya/baliemvalley/gua_kontilola,0.444,55.201,44.256,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Baliem_Valley
asia/indonesia/irianjaya/biak,Biak,Biak,7,13,see,Batu Picah Saruri Beach,0.71,candidate,has coordinates; high-value type; strong travel term,-0.823313,136.000063,Bosnik Beach,asia/indonesia/irianjaya/biak/bosnik_beach,0.514,42.622,41.075,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Biak
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Flour Cave,0.71,candidate,has coordinates; high-value type; strong travel term,31.0847,35.3569,Mount Nebo,asia/jordan/deadsea/mount_nebo,0.4,83.714,65.184,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29
asia/china/shaanxi/hanzhong,Hanzhong,Hanzhong,4,9,see,Hanjiang River Source Forest Park（汉水源森林公园）,0.71,candidate,has coordinates; high-value type; strong travel term,32.7584,107.6931,Zhang Qian Memorial Hall,asia/china/shaanxi/hanzhong/zhang_qian_memorial,0.386,57.119,71.773,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Hanzhong
asia/indonesia/maluku/kei_islands,Kei Islands,Kei Islands,3,10,see,Difur Beach,0.71,candidate,has coordinates; high-value type; strong travel term,-5.543938,132.798938,Pasir Panjang Beach,asia/indonesia/maluku/kei_islands/pasir_panjang,0.533,26.81,26.193,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kei_Islands
northamerica/unitedstates/nebraska/omaha,Omaha,Omaha,10,120,see,Wildlife Safari Park,0.71,candidate,has coordinates; high-value type; strong travel term,41.0097,-96.30255,Old Market,northamerica/unitedstates/nebraska/omaha/old_market,0.4,41.239,41.196,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Omaha
europe/ireland/westport,Westport,Westport (Ireland),5,18,see,Caher Island,0.71,candidate,has coordinates; high-value type; strong travel term,53.722,-10.023,Clew Bay Heritage Centre,europe/ireland/westport/clew_bay_heritage_centre,0.444,32.035,34.17,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Westport_%28Ireland%29
europe/azerbaijan/baku,Baku,Baku,52,148,do,National Opera and Ballet,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,40.374716,49.845346,Azerbaijan State Academic Opera and Ballet Theatre,europe/azerbaijan/baku/opera_house,0.596,0.404,1.067,has_external_url,http://tob.az,https://en.wikivoyage.org/wiki/Baku
europe/unitedkingdom/wales/anglesey/holyhead,Holyhead,Holyhead,14,8,see,Holyhead Maritime Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,53.316672,-4.635792,Holyhead Market Hall,europe/unitedkingdom/wales/anglesey/holyhead/holyhead_market_hall,0.636,0.549,0.691,has_external_url,http://www.holyheadmaritimemuseum.co.uk/,https://en.wikivoyage.org/wiki/Holyhead
northamerica/unitedstates/connecticut/middletown,Middletown,Middletown (Connecticut),9,20,see,Kidcity Children's Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,41.5617,-72.6522,Samuel Wadsworth Russell House,northamerica/unitedstates/connecticut/middletown/russell_house,0.672,0.328,0.127,has_external_url,https://www.kidcitymuseum.com/,https://en.wikivoyage.org/wiki/Middletown_%28Connecticut%29
northamerica/unitedstates/pennsylvania/johnstown,Johnstown,Johnstown,11,23,see,St. John Gualbert Cathedral,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,40.3254,-78.9154,Flood City Cafe,northamerica/unitedstates/pennsylvania/johnstown/flood_city_cafe,0.61,0.39,0.577,has_external_url,https://www.stjohngualbert.org/,https://en.wikivoyage.org/wiki/Johnstown
northamerica/unitedstates/virginia/lynchburg,Lynchburg,Lynchburg,6,54,do,Renaissance Theatre,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,37.413871,-79.139999,Court House Hill Historic District,northamerica/unitedstates/virginia/lynchburg/court_house_hill,0.68,0.32,0.199,has_external_url,http://www.renaissancetheatre.info/,https://en.wikivoyage.org/wiki/Lynchburg
asia/philippines/baguio,Baguio,Baguio,14,55,see,Pine Trees of the World Park,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,16.4054,120.5963,Mines View Park,asia/philippines/baguio/mines_view_park,0.564,3.449,0.346,has_external_url,https://baguiocityguide.com/tag/pine-trees-of-the-world/,https://en.wikivoyage.org/wiki/Baguio
asia/india/karnataka/mysore,Mysore,Mysore,14,82,see,Chittaranjan Palace,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,12.322279,76.617459,Jaganmohan Palace,asia/india/karnataka/mysore/jaganmohan_palace,0.667,4.117,3.788,has_external_url,http://greenhotelindia.com,https://en.wikivoyage.org/wiki/Mysore
australiaandpacific/guam/agana,Hagåtña (Agana),Hagåtña,11,9,see,Pacific War Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,13.475416,144.730828,Guam Museum,australiaandpacific/guam/agana/guam_museum,0.552,1.976,1.946,has_external_url,https://www.guampacificwar.org/,https://en.wikivoyage.org/wiki/Hag%C3%A5t%C3%B1a
northamerica/unitedstates/oregon/bend,Bend,Bend,14,47,see,Tumalo State Park,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,44.1271,-121.332,Smith Rock State Park,northamerica/unitedstates/oregon/bend/smith_rock,0.684,30.681,7.779,has_external_url,http://oregonstateparks.org/index.cfm?do=parkPage.dsp_parkPage&parkId=34,https://en.wikivoyage.org/wiki/Bend
europe/bulgaria/sofia,Sofia,Sofia,32,113,see,Sofia Zoo,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,42.6582,23.3297,Sofia Synagogue,europe/bulgaria/sofia/sofia_synagogue,0.583,4.701,4.441,has_external_url,http://www.zoosofia.eu/,https://en.wikivoyage.org/wiki/Sofia
australiaandpacific/newzealand/motueka,Motueka,Motueka,5,7,see,Motueka District Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,-41.1108,173.0108,Great Taste Trail,australiaandpacific/newzealand/motueka/great_taste_trail,0.665,0.335,0.218,has_external_url,https://www.motuekadistrictmuseum.org.nz/,https://en.wikivoyage.org/wiki/Motueka
northamerica/unitedstates/alabama/tuscumbia,Tuscumbia,Tuscumbia,4,6,see,Tennessee Valley Museum of Art,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,34.73767,-87.70522,Colbert County Courthouse Square,northamerica/unitedstates/alabama/tuscumbia/colbert_county_courthouse,0.569,0.431,0.76,has_external_url,https://tennesseevalleyarts.org/,https://en.wikivoyage.org/wiki/Tuscumbia
northamerica/unitedstates/oregon/oregoncity,Oregon City,Oregon City,6,22,see,Museum of the Oregon Territory,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,45.3522,-122.6133,Willamette Falls,northamerica/unitedstates/oregon/oregoncity/willamette_falls,0.663,0.337,0.761,has_external_url,http://clackamashistory.org,https://en.wikivoyage.org/wiki/Oregon_City
europe/poland/koszalin,Koszalin,Koszalin,4,10,see,Museum of Koszalin,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,54.19318,16.181983,Youth and Film Festival,europe/poland/koszalin/youth_and_film_festival,0.593,0.407,0.407,has_external_url,http://www.muzeum.koszalin.pl/,https://en.wikivoyage.org/wiki/Koszalin
