code,provider,country,location,email,lang,channel,sent_at,bounced,replied_at,outcome,notes
PXHFF3,Rincón de la Vieja Park Tours,Costarica,northamerica/costarica/rincon_de_la_vieja,info@rincondelaviejapark.com,en,email,,,,,rincondelaviejapark.com
DQ4NNC,Salty Smile Surf,Costarica,northamerica/costarica/tamarindo,saltysmilesurf@gmail.com,en,email,,,,,saltysmilesurf.com
XFKM8S,Samara Sea Tours,Costarica,northamerica/costarica/samara,,en,website,,,,,samaraseatours.com
MMQRBQ,Santa Teresa Surf Lessons,Costarica,northamerica/costarica/santa_teresa,,en,website,,,,,santateresasurflessons.com
TJTRH4,Sarapiquí Adventures,Costarica,northamerica/costarica/sarapiqui,,en,website,,,,,aventurasdelsarapiqui.com
HX4B4G,Sarapiquí Outdoor Center,Costarica,northamerica/costarica/sarapiqui,,en,website,,,,,costaricaraft.com
36M6QG,Tamarindo Surf & Tours,Costarica,northamerica/costarica/tamarindo,info@tamarindosurfandtours.com,en,email,,,,,
2LWSFR,The King Catamaran,Costarica,northamerica/costarica/manuelantonio,info@thekingcatamaran.com,en,email,,,,,thekingcatamaran.com
MKCZ6V,The Original Canopy Tour,Costarica,northamerica/costarica/monteverde,,en,website,,,,,canopyoriginal.com
LSV5FQ,Tico's River,Costarica,northamerica/costarica/turrialba,,en,website,,,,,ticoriver.com
H4PYF8,Top Trails Corcovado,Costarica,northamerica/costarica/drake_bay,,en,website,,,,,toptrailscorcovado.com
8Q6ZBX,Tortuguero Info Tours,Costarica,northamerica/costarica/tortuguero,tours@tortugueroinfo.com,en,email,,,,,tortugueroinfo.com
8BZ8BR,Tortuguero National Park Tours,Costarica,northamerica/costarica/tortuguero,,en,website,,,,,tortuguero.net
4C5BQ9,Tortuguero Native Guides,Costarica,northamerica/costarica/tortuguero,,en,website,,,,,tortugueronativeguide.com
ZSHR27,Tropical Escapade,Costarica,northamerica/costarica/golfito,,en,website,,,,,tropicalescapade.com
JPCDTL,Tucanes Tours,Costarica,northamerica/costarica/manuelantonio,info@tucanestours.com,en,email,,,,,tucanestours.com
YG4Z4S,Willie's Tours,Costarica,northamerica/costarica/cahuita,,en,website,,,,,williestourscostarica.com
5JMZC6,Zuma Tours,Costarica,northamerica/costarica/montezuma,info@zumatours.net,en,email,,,,,zumatours.net
95SS9P,Academy Bay Diving,Ecuador,southamerica/ecuador/galapagosislands,reservas@academybaydiving.com,es,email,,,,,
SDDYQ5,AquaXtreme,Ecuador,southamerica/ecuador/tena,aquaxtreme.com@gmail.com,es,email,,,,,
YHJ7ZR,Balsa Surf Camp,Ecuador,southamerica/ecuador/montanita,balsasurfcamp@gmail.com,es,email,,,,,
6CSMQT,Bellavista Cloud Forest Reserve,Ecuador,southamerica/ecuador/mindo,info@bellavistacloudforest.com,es,email,,,,,
2KJTXB,Cuyabeno Lodge,Ecuador,southamerica/ecuador/amazonbasin,info@cuyabenolodge.com.ec,es,email,,,,,
BTKKG8,Ecomontes Tour,Ecuador,southamerica/ecuador/quito,info@ecomontestour.com,es,email,,,,,
SVN9FB,Ecoventura,Ecuador,southamerica/ecuador/galapagosislands,info@ecoventura.com,es,email,,,,,
7FDYPB,Ecuador Freedom Bike Rental,Ecuador,southamerica/ecuador/quito,,es,website,,,,,freedombikerental.com
6RMCL2,Ecuador Rafting Expediciones,Ecuador,southamerica/ecuador/tena,ecuadorrafting@gmail.com,es,email,,,,,
99PKT7,Galakiwi,Ecuador,southamerica/ecuador/galapagosislands,info@galakiwi.com,es,email,,,,,
3BWSFP,Galapagos Deep,Ecuador,southamerica/ecuador/galapagosislands,,es,website,,,,,galapagosdeep.com
2JJZHW,Geotours,Ecuador,southamerica/ecuador/banos,sales@geotoursbanios.com,es,email,,,,,
D69CGC,Happy Gringo Travel,Ecuador,southamerica/ecuador/quito,info@happygringo.com,es,email,,,,,
T8ZGCL,Hualambari Tours,Ecuador,southamerica/ecuador/cuenca,info@hualambaritours.com,es,email,,,,,
S7FGVP,Imagine Ecuador,Ecuador,southamerica/ecuador/banos,,es,website,,,,,imagineecuador.com
3PMDHS,IvagaTours,Ecuador,southamerica/ecuador/banos,info@ivagatours.com,es,email,,,,,
HGKG4X,Mariposas de Mindo,Ecuador,southamerica/ecuador/mindo,info@mariposasdemindo.com,es,email,,,,,
PT9BSR,Metropolitan Touring,Ecuador,southamerica/ecuador/quito,info@metropolitan-touring.com,es,email,,,,,
TF5QST,Napo Wildlife Center,Ecuador,southamerica/ecuador/amazonbasin,,es,website,,,,,napowildlifecenter.com
RY8PF9,Nemo Galapagos,Ecuador,southamerica/ecuador/galapagosislands,monica@nemogalapagos.com,es,email,,,,,
7JG3BV,Puntzan Canopy,Ecuador,southamerica/ecuador/banos,puntzancanopy@hotmail.com,es,email,,,,,
5YNBJV,Quito Tour Bus,Ecuador,southamerica/ecuador/quito,,es,website,,,,,quitotourbus.com
LLNJH5,River People Ecuador,Ecuador,southamerica/ecuador/tena,riverpeople03@hotmail.com,es,email,,,,,
P7TJL7,Runa Tupari,Ecuador,southamerica/ecuador/otavalo,ventas@runatupari.com,es,email,,,,,
XJR58D,Sachatamia Lodge,Ecuador,southamerica/ecuador/mindo,info@sachatamia.com,es,email,,,,,
BJSY8X,Scuba Iguana,Ecuador,southamerica/ecuador/galapagosislands,info@scubaiguana.com,es,email,,,,,
529YQ9,Tierra del Volcán,Ecuador,southamerica/ecuador/quito,sales@tierradelvolcan.com,es,email,,,,,
RJ5PMP,Arcachon Kayak Aventure,France,europe/france/aquitaine/arcachon,contact@arcachonkayak.com,fr,email,2026-09-13,,,,
Y7H223,Cap 114,France,europe/france/aquitaine/arcachon,cap114.beacher@gmail.com,fr,email,2026-09-13,,,,
FNPXQ4,Cercle de la Voile d'Arcachon,France,europe/france/aquitaine/arcachon,contact@voile-arcachon.org,fr,email,2026-09-13,,,,
X68RMH,Côte d'Opale Surfing,France,europe/france/nord/le_touquet,opalesurfing@gmail.com,fr,email,2026-09-13,,,,
733BCW,Découvrons la Baie de Somme,France,europe/france/nord/cayeux_sur_mer,contact@traversee-baiedesomme.com,fr,email,2026-09-13,,,,
7F3QZR,It's On Surf School,France,europe/france/aquitaine/arcachon,itson.surf@gmail.com,fr,email,2026-09-13,,,,
TMDZ47,Le Teich Reserve — Guided Walks,France,europe/france/aquitaine/arcachon,aj.cazabeil@parc-landes-de-gascogne.fr,fr,email,2026-09-13,,,,
GKYW2H,Les Bateaux de la Baie,France,europe/france/nord/st_valery_sur_somme,,fr,website,,,,,www.bateau-baie-somme.com
TSN8BL,Les Bateaux de la Baie — Le Crotoy,France,europe/france/nord/le_crotoy,,fr,website,,,,,www.bateau-baie-somme.com
NNDNSH,Ocean Adventure Surf School,France,europe/france/aquitaine/bidart,,fr,website,,,,,oceanadventure.surf
FMVW44,Ocean Roots,France,europe/france/aquitaine/arcachon,,fr,website,,,,,oceanroots.com
J42ZD3,Parc du Marquenterre,France,europe/france/nord/le_crotoy,,fr,website,,,,,www.parcdumarquenterre.fr
7M5PW6,Pinasse FreeBay,France,europe/france/aquitaine/arcachon,,fr,website,,,,,pinasse-freebay.fr
77QGYF,Pinasses de la Baie,France,europe/france/nord/st_valery_sur_somme,louis@pinassesdelabaie.fr,fr,email,2026-09-13,,,,
B3HLC8,Pyla Surf School,France,europe/france/aquitaine/arcachon,,fr,website,,,,,pylasurfschool.com
YC7W85,Rando-Nature en Somme,France,europe/france/nord/st_valery_sur_somme,,fr,website,,,,,www.randonature-baiedesomme.com
5Z53GJ,Union des Bateliers Arcachonnais,France,europe/france/aquitaine/arcachon,,fr,website,,,,,bateliers-arcachon.com
DHXNQ4,Wimkite School,France,europe/france/nord/wissant,ecolewimkite@gmail.com,fr,email,2026-09-13,,,,
76ZB7H,Yosurf School,France,europe/france/aquitaine/hossegor,parnetyo@yahoo.fr,fr,email,2026-09-13,,,,
2D76SC,École de Surf du Nord,France,europe/france/nord/wissant,ecolesurfnord@gmail.com,fr,email,2026-09-13,,,,
VZMDZZ,2M Transport,Frenchguiana,southamerica/frenchguiana/maripasoula,2mtransport@laposte.net,en,email,,,,,
545V5D,ADNG,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,adng.guyane@gmail.com,en,email,,,,,
NGQFBN,Amazoniaventure,Frenchguiana,southamerica/frenchguiana/cayenne,jmpila1602@gmail.com,en,email,,,,,
TDNFWP,Aqua Enjoy,Frenchguiana,southamerica/frenchguiana/cayenne,sasaquaenjoy@gmail.com,en,email,,,,,
YBWFTF,Art'mazonie Guyane,Frenchguiana,southamerica/frenchguiana/sinnamary,contact@artmazonie-guyane.com,en,email,,,,,
446GLC,ASPAG,Frenchguiana,southamerica/frenchguiana/remire_montjoly,denis@aspag.fr,en,email,,,,,
789X77,Atelier de poterie de Cacao,Frenchguiana,southamerica/frenchguiana/cacao,jeanphi.poteriekko@laposte.net,en,email,,,,,
GBMPWH,Au Fil de l'Eau,Frenchguiana,southamerica/frenchguiana/sinnamary,aufildeleau973@gmail.com,en,email,,,,,
4SN85B,Baakaboto,Frenchguiana,southamerica/frenchguiana/sinnamary,baakaboto@hotmail.fr,en,email,,,,,
NYGTJY,BEK Guyane,Frenchguiana,southamerica/frenchguiana/kourou,bek.guyane@gmail.com,en,email,,,,,
8NR6KT,Bushi Kampoe,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,bushi.kampoe@gmail.com,en,email,,,,,
2FBKL7,CCKM,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,cckm@kayakmaroni.fr,en,email,,,,,
489CBG,Centre Amérindien Kalawachi,Frenchguiana,southamerica/frenchguiana/kourou,centrekalawachi@orange.fr,en,email,,,,,
HBZ46Z,Chimins Lontan et Patrimoine,Frenchguiana,southamerica/frenchguiana/kaw,,en,none,,,,,
5JHHZ4,Chuity Liba,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,wayahtours@gmail.com,en,email,,,,,
5T3DV8,Distillerie de bois de rose,Frenchguiana,southamerica/frenchguiana/sinnamary,couturier.boisderose@gmail.com,en,email,,,,,
6S4LLQ,Envie d'Aventures Amazoniennes,Frenchguiana,southamerica/frenchguiana/maripasoula,waiso_973@hotmail.com,en,email,,,,,
QDPKDJ,Expéditions Aïmara,Frenchguiana,southamerica/frenchguiana/cayenne,contact@alouatta.fr,en,email,,,,,
RC4B8K,Guide Guyane,Frenchguiana,southamerica/frenchguiana/roura,jsagrafena@guide-guyane.com,en,email,,,,,
H8YXTY,Guya Fishing Amazonie,Frenchguiana,southamerica/frenchguiana/cayenne,jeremy973@live.fr,en,email,,,,,
9HQ5YQ,Guya'Kite School,Frenchguiana,southamerica/frenchguiana/cayenne,dejou.yann@wanadoo.fr,en,email,,,,,
DVQXSK,Guyane Brésil Transport,Frenchguiana,southamerica/frenchguiana/saint_georges,guyanebresiltransport@gmail.com,en,email,,,,,
5SLV9J,Guyane Evasion,Frenchguiana,southamerica/frenchguiana/remire_montjoly,info@guyane-evasion.fr,en,email,,,,,
93BW2F,Guyane Pêche Nature,Frenchguiana,southamerica/frenchguiana/cayenne,guyanepechenature@gmail.com,en,email,,,,,
JH5BRD,Guyane Pêche Sportive,Frenchguiana,southamerica/frenchguiana/remire_montjoly,eric.ribas@orange.fr,en,email,,,,,
K5MJ83,Guyane Sport Nature,Frenchguiana,southamerica/frenchguiana/roura,guyanesportnature@hotmail.com,en,email,,,,,
DTTBFG,Guyavoile.973,Frenchguiana,southamerica/frenchguiana/kourou,adm.guyavoile.973@gmail.com,en,email,,,,,
PFY5CV,Javouhey Randonnée,Frenchguiana,southamerica/frenchguiana/mana,,en,none,,,,,
NPD2T9,Jet Amazonia Guyane,Frenchguiana,southamerica/frenchguiana/cayenne,jet.amazonia@gmail.com,en,email,,,,,
CQDSWH,Kampu Man Service,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,kampumanservice@gmail.com,en,email,,,,,
WFQ433,Kano Dilo,Frenchguiana,southamerica/frenchguiana/cayenne,kanodilo@gmail.com,en,email,,,,,
X3H96Z,Kayak Club de Maripasoula Lawa,Frenchguiana,southamerica/frenchguiana/maripasoula,kcmpla@gmail.com,en,email,,,,,
DJ8TC6,KB Nautisme,Frenchguiana,southamerica/frenchguiana/cayenne,kbnautisme@gmail.com,en,email,,,,,
QVXZDK,Kit'apulte,Frenchguiana,southamerica/frenchguiana/kourou,kiteapulte973@gmail.com,en,email,,,,,
Z6F5L2,Koati le Petit Train,Frenchguiana,southamerica/frenchguiana/remire_montjoly,koatilepetittrain@outlook.com,en,email,,,,,
3ZXZZZ,Kourou Transport Maritime,Frenchguiana,southamerica/frenchguiana/kourou,ktmguyane@gmail.com,en,email,,,,,
HSGR73,Kuliyala Ayawandé Tourisme,Frenchguiana,southamerica/frenchguiana/awala_yalimapo,gaetantijoseph@gmail.com,en,email,,,,,
L7757L,L'Oxygen,Frenchguiana,southamerica/frenchguiana/roura,loxygen-guyane@outlook.fr,en,email,,,,,
63D6N8,La Boîte à Papillon,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,palambala@outlook.fr,en,email,,,,,
BR85DG,La Pagaie de Kourou,Frenchguiana,southamerica/frenchguiana/kourou,lapagaie@gmail.com,en,email,,,,,
6B36RH,Le Morpho,Frenchguiana,southamerica/frenchguiana/kaw,info@lemorpho.com,en,email,,,,,
KPJMJ5,Libamantours,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,deniswilly@yahoo.fr,en,email,,,,,
8SV2YS,Loca Pirogue,Frenchguiana,southamerica/frenchguiana/cayenne,loca-pirogue@wanadoo.fr,en,email,,,,,
DVPP3F,Luco Excursions,Frenchguiana,southamerica/frenchguiana/sinnamary,vidou97315@gmail.com,en,email,,,,,
VBNHHF,Micanoë,Frenchguiana,southamerica/frenchguiana/kourou,contact@micanoe.com,en,email,,,,,
L7P84P,Nature de Guyane,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,contact@naturedeguyane.com,en,email,,,,,
RRS2SM,Nature Nocturne,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,naturenocturne973@gmail.com,en,email,,,,,
C3FRG4,Niak Rafting,Frenchguiana,southamerica/frenchguiana/saint_georges,info@niakrafting.com,en,email,,,,,
Z75DJ7,Peupl'en Harmonie,Frenchguiana,southamerica/frenchguiana/cayenne,voyagenharmonie@gmail.com,en,email,,,,,
CJJFJS,Promaritime Guyane,Frenchguiana,southamerica/frenchguiana/kourou,info@promaritimeguyane.fr,en,email,,,,,
9XTT7L,RandoRoura,Frenchguiana,southamerica/frenchguiana/roura,randoroura@hotmail.com,en,email,,,,,
33YWS9,Rebranchetoi,Frenchguiana,southamerica/frenchguiana/roura,rebranchetoi@gmail.com,en,email,,,,,
MVV29R,Relais du Galion,Frenchguiana,southamerica/frenchguiana/roura,lerelaisdugalion@wanadoo.com,en,email,,,,,
677JSY,Rour'attitude,Frenchguiana,southamerica/frenchguiana/roura,info@amazonie-decouverte.com,en,email,,,,,
DSYFHT,Sabi Aliba,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,sabialiba@gmail.com,en,email,,,,,
F7K772,Salvation Island Location,Frenchguiana,southamerica/frenchguiana/kourou,sil.location973@hotmail.com,en,email,,,,,
Q8B6Q6,Sinna Tour Ibis,Frenchguiana,southamerica/frenchguiana/sinnamary,sinnatouribis973@gmail.com,en,email,,,,,
NN42DH,SLAR Régina,Frenchguiana,southamerica/frenchguiana/kaw,association@slar.fr,en,email,,,,,
YXW57C,Sotalie,Frenchguiana,southamerica/frenchguiana/remire_montjoly,,en,website,,,,,sotalie.com
Q46FWR,T'Air Nature Guyane,Frenchguiana,southamerica/frenchguiana/cayenne,infos@t-airnatureguyane.com,en,email,,,,,
NX2BHS,Tig Dilo,Frenchguiana,southamerica/frenchguiana/kaw,stephane@tigdilo.fr,en,email,,,,,
N9PMN6,Tony'C Boat Guyane,Frenchguiana,southamerica/frenchguiana/kourou,tonycboat@gmail.com,en,email,,,,,
VFZZFP,Transac Tour Voyages,Frenchguiana,southamerica/frenchguiana/cayenne,contact@transacvoyages.fr,en,email,,,,,
DN9NC4,Tropic Alizés,Frenchguiana,southamerica/frenchguiana/kourou,info@tropicalizes.fr,en,email,,,,,
ZFNYFD,ULM Guyane,Frenchguiana,southamerica/frenchguiana/mana,ulmguyane@gmail.com,en,email,,,,,
2FWKL8,ULM Hydro et Giro,Frenchguiana,southamerica/frenchguiana/saint_laurent_du_maroni,mglas@ulm-hydro-giro.com,en,email,,,,,
LJVPNR,ULM Équateur,Frenchguiana,southamerica/frenchguiana/cayenne,ulm.equateur.cayenne@gmail.com,en,email,,,,,
75XY22,592 Tours,Guyana,southamerica/guyana/georgetown,info@592tours.com,en,email,2026-09-13,,,,
J22KS7,Adventure Guianas,Guyana,southamerica/guyana/lethem,adventureguianas@gmail.com,en,email,2026-09-13,,,,
CLVC59,Air Services Limited,Guyana,southamerica/guyana/georgetown,res@aslgy.com,en,email,2026-09-13,,,,
MCDG3C,Aruwai Resort,Guyana,southamerica/guyana/bartica,frontdesk@aruwairesort.gy,en,email,2026-09-13,,,,
GTKHTJ,Atta Rainforest Lodge,Guyana,southamerica/guyana/iwokrama,info@iwokramacanopywalkway.com,en,email,2026-09-13,,,,
V4XWCC,Baganara Island Resort,Guyana,southamerica/guyana/baganara,bookbaganara@baganara.net,en,email,2026-09-13,,,,
FR847M,Blackwater Adventures,Guyana,southamerica/guyana/newamsterdam,adventuresblackwater@gmail.com,en,email,2026-09-13,,,,
P2PB5Q,Caiman House,Guyana,southamerica/guyana/rupununisavanna,aliceclairelayton@gmail.com,en,email,2026-09-13,,,,
XCD89W,CJIA Official Airport Taxi,Guyana,southamerica/guyana/georgetown,cjiac@cjairport-gy.com,en,email,2026-09-13,,,,
H6GM3B,Cyril's Transportation Services,Guyana,southamerica/guyana/georgetown,bookings@cyrilstransportation.com,en,email,2026-09-13,,,,
SFGHZJ,Dagron Tours International,Guyana,southamerica/guyana/georgetown,reservations@dagron-tours.com,en,email,2026-09-13,,,,
M57PHG,Elite Kayaking & Nature Tours,Guyana,southamerica/guyana/linden,elitekayaking@gmail.com,en,email,2026-09-13,,,,
KPTKB7,Evergreen Adventures,Guyana,southamerica/guyana/georgetown,reservations@evergreenadventuresgy.com,en,email,2026-09-13,,,,
DT3HCX,Grand Coastal Hotel Restaurant,Guyana,southamerica/guyana/georgetown,frontdesk@grandcoastal.com,en,email,2026-09-13,,,,
TTQFSL,Guyana Tours,Guyana,southamerica/guyana/georgetown,reservations@gy-tours.com,en,email,2026-09-13,,,,
LDV4JL,Guyana Truly Wild,Guyana,southamerica/guyana/rupununisavanna,GuyanaTrulyWild@gmail.com,en,email,2026-09-13,,,,
GCMC9G,GuyWay,Guyana,southamerica/guyana/georgetown,hello@guyway.gy,en,email,2026-09-13,,,,
WNB9G6,Imran Khan Speed Boat Service,Guyana,southamerica/guyana/bartica,,en,website,,,,,imrankhanspeedboatservicesgy.com
45BBHJ,Iwokrama River Lodge,Guyana,southamerica/guyana/iwokrama,tourism@iwokrama.org,en,email,2026-09-13,,,,
RKCPWJ,Knight Rider Transportation,Guyana,southamerica/guyana/georgetown,info@knightriderbus.com,en,email,2026-09-13,,,,
WZ2D4C,LehWeRide,Guyana,southamerica/guyana/georgetown,contact@lehweride.com,en,email,2026-09-13,,,,
Q6K5LH,Mathieson's Enterprise,Guyana,southamerica/guyana/georgetown,info@mei.services,en,email,2026-09-13,,,,
HQ4TNG,Nature Travel GY,Guyana,southamerica/guyana/georgetown,,en,website,,,,,naturetravelgy.com
RQJY3Q,Pandama Retreat & Winery,Guyana,southamerica/guyana/georgetown,artbyagoddess@gmail.com,en,email,2026-09-13,,,,
SW9SL9,Premium Adventures Guyana,Guyana,southamerica/guyana/georgetown,premiumadventuresgy@gmail.com,en,email,2026-09-13,,,,
V9X3WT,PrimeX Ride,Guyana,southamerica/guyana/georgetown,,en,website,,,,,primexridegy.com
PT9N97,R&R Transport Guyana,Guyana,southamerica/guyana/georgetown,admin@rrtransportguyana.com,en,email,2026-09-13,,,,
JSGBPK,Rewa Eco-Lodge,Guyana,southamerica/guyana/rupununisavanna,ecolodgerewa@gmail.com,en,email,2026-09-13,,,,
NBR7NQ,Rock View Lodge,Guyana,southamerica/guyana/annai,info@rockviewlodge.com,en,email,2026-09-13,,,,
7FWPH5,Roraima Airways,Guyana,southamerica/guyana/georgetown,reservations@roraimaairways.com,en,email,2026-09-13,,,,
CKRPYR,Sloth Island Nature Resort,Guyana,southamerica/guyana/bartica,slothisland@yahoo.com,en,email,2026-09-13,,,,
2BGCTR,Surama Eco-Lodge,Guyana,southamerica/guyana/rupununisavanna,info@suramaecolodge.com,en,email,2026-09-13,,,,
7SJHGW,Touring Guyana,Guyana,southamerica/guyana/georgetown,info@touring.gy,en,email,2026-09-13,,,,
MMHXDZ,Wilderness Explorers,Guyana,southamerica/guyana/georgetown,info@wilderness-explorers.com,en,email,2026-09-13,,,,
D322ZM,Adventures Panama,Panama,northamerica/panama/panamacity,,en,website,,,,,adventurespanama.com
NG8WGT,Beyond Adventure Tours,Panama,northamerica/panama/chiriqui/boquete,beyondadventuretours@gmail.com,en,email,,,,,
BPBP8J,Boquete Outdoor Adventures,Panama,northamerica/panama/chiriqui/boquete,sales@boqueteoutdooradventures.com,en,email,,,,,
LKDWH2,Coiba Dive Center,Panama,northamerica/panama/veraguas/santacatalina,info@coibadivecenter.com,en,email,,,,,coibadivecenter.com
CH87DS,Emberá Village Tours,Panama,northamerica/panama/panamacity,tours@emberavillagetours.com,en,email,,,,,
KC4GJT,Guna Yala Explorer,Panama,northamerica/panama/sanblasislands,info@gunayalaexplorer.com,en,email,,,,,
JZQQDR,Guna Yala Panama Travel,Panama,northamerica/panama/sanblasislands,,en,website,,,,,gunayalapanamatravel.com
5KGF6B,Jager Knights,Panama,northamerica/panama/bocasdeltoro,jagerknights@gmail.com,en,email,,,,,bocasdeltorocatamaran.com
WLWMQZ,Kuna Yala Adventures,Panama,northamerica/panama/sanblasislands,info@kunayalaadventure.com,en,email,,,,,
VXJJXK,Panama Canal Fishing,Panama,northamerica/panama/soberania,info@panamacanalfishing.com,en,email,,,,,
FCPPB3,Panama Dive Center,Panama,northamerica/panama/veraguas/santacatalina,info@panamadivecenter.com,en,email,,,,,
DKMM9K,Panama Road Trips,Panama,northamerica/panama/panamacity,info.panamaroadtrips@gmail.com,en,email,,,,,panamaroadtrips.com
84WBLX,Panama Sailing,Panama,northamerica/panama/bocasdeltoro,,en,website,,,,,panamasailing.com
J5QPWZ,Panama Your Way,Panama,northamerica/panama/panamacity,info@panamayourway.com,en,email,,,,,
48PSZC,Pangea Bocas,Panama,northamerica/panama/bocasdeltoro,,en,website,,,,,pangeabocas.com
3NG8PM,Portobelo Tours,Panama,northamerica/panama/portobelo,,en,website,,,,,portobelotour.com
8958SX,Scuba Coiba,Panama,northamerica/panama/veraguas/santacatalina,info@scubacoiba.com,en,email,,,,,
WR3YGC,Sea San Blas,Panama,northamerica/panama/sanblasislands,support@seasanblas.com,en,email,,,,,
TFMT8K,Visit Panama Tour,Panama,northamerica/panama/panamacity,info@visitpanamatour.com,en,email,,,,,
KKS84D,Aerodiana,Peru,southamerica/peru/nazca,reservas@aerodiana.com.pe,es,email,2026-09-13,,,,
HZMW33,AeroNasca,Peru,southamerica/peru/nazca,reservas@aeronasca.com,es,email,2026-09-13,,,,
BS369T,Alas Peruanas,Peru,southamerica/peru/nazca,booking@alasperuanas.com,es,email,2026-09-13,,,,
BXWYNP,Alpaca Expeditions,Peru,southamerica/peru/cuzco,info@alpacaexpeditions.com,es,email,2026-09-13,,,,
HDNPK9,Amazonas Explorer,Peru,southamerica/peru/cuzco,,es,website,,,,,amazonas-explorer.com
2RKWKC,Awamaki,Peru,southamerica/peru/ollantaytambo,tours@awamaki.org,es,email,2026-09-13,,,,
PDLWMK,Carlos Zárate Aventuras,Peru,southamerica/peru/arequipa,carlos@zarateadventures.com,es,email,2026-09-13,,,,
N44KR8,Cicciolina,Peru,southamerica/peru/cuzco,reservas@cicciolinacuzco.com,es,email,2026-09-13,,,,
S534QW,Colca Trek,Peru,southamerica/peru/arequipa,colcatrek@gmail.com,es,email,2026-09-13,,,,
9H7V7W,Enigma Adventure,Peru,southamerica/peru/cuzco,info@enigmaperu.com,es,email,2026-09-13,,,,
77CGHN,Evolution Treks Peru,Peru,southamerica/peru/cuzco,evolutiontreksperu@evolutiontreksperu.com,es,email,2026-09-13,,,,
KP266S,Explorandes,Peru,southamerica/peru/cuzco,franco@explorandes.com,es,email,2026-09-13,,,,
6C9GWX,Go Adventure Ica,Peru,southamerica/peru/huacachina,reservas@goadventure.com.pe,es,email,2026-09-13,,,,
Z2T3B5,Great Nazca Tours,Peru,southamerica/peru/nazca,info@greatnazcatours.com,es,email,2026-09-13,,,,
YD2822,Hidroeléctrica Travel,Peru,southamerica/peru/machupicchu,info@hidroelectricatravel.com,es,email,2026-09-13,,,,
P7Y787,Huacachina Hop,Peru,southamerica/peru/huacachina,huacachinahopica@gmail.com,es,email,2026-09-13,,,,
C7ZNGS,Huacachina Tours,Peru,southamerica/peru/huacachina,ventas@huacachinatours.com,es,email,2026-09-13,,,,
6PFRHB,Huacachina.pe,Peru,southamerica/peru/huacachina,contacto@huacachina.pe,es,email,2026-09-13,,,,
3Z4CD6,Inca Rail,Peru,southamerica/peru/machupicchu,consultas@incarail.com,es,email,2026-09-13,,,,
35SJ8Z,Inkayni Peru Tours,Peru,southamerica/peru/cuzco,info@inkayniperutours.com,es,email,2026-09-13,,,,
QLP675,Journeys Cusco,Peru,southamerica/peru/machupicchu,info@journeyscusco.com,es,email,2026-09-13,,,,
SB8NN3,Llama Path,Peru,southamerica/peru/cuzco,info@llamapath.com,es,email,2026-09-13,,,,
LS934R,Mayuc,Peru,southamerica/peru/cuzco,info@mayuc.com,es,email,2026-09-13,,,,
7CDGRH,Natura Vive — Skylodge,Peru,southamerica/peru/ollantaytambo,info@naturavive.com,es,email,2026-09-13,,,,
93W3PG,Pablo Tour,Peru,southamerica/peru/arequipa,perupablotour@gmail.com,es,email,2026-09-13,,,,
672XR7,Peru Adventure Tours,Peru,southamerica/peru/arequipa,info@peruadventurestours.com,es,email,2026-09-13,,,,
LN36CM,PeruRail,Peru,southamerica/peru/machupicchu,reservas@perurail.com,es,email,2026-09-13,,,,
R29PWH,Quechuas Expeditions,Peru,southamerica/peru/cuzco,reservations@quechuasexpeditions.com,es,email,2026-09-13,,,,
DSH2J3,Runas Expeditions,Peru,southamerica/peru/ollantaytambo,info@runasexpeditions.com,es,email,2026-09-13,,,,
SLF2Q6,Salkantay Trekking,Peru,southamerica/peru/cuzco,info@salkantaytrekking.com,es,email,2026-09-13,,,,
2M59S2,Sandboard Perú,Peru,southamerica/peru/huacachina,contacto@sandboardperu.com,es,email,2026-09-13,,,,
YMQBTC,SAS Travel Peru,Peru,southamerica/peru/cuzco,,es,website,,,,,sastravelperu.com
8DWZD4,Two Worlds Peru,Peru,southamerica/peru/ollantaytambo,info@twoworldsperutours.com,es,email,2026-09-13,,,,
RLHX58,Zig Zag,Peru,southamerica/peru/arequipa,info@alpandina.com,es,email,2026-09-13,,,,
GYJJWT,All Suriname Tours,Suriname,southamerica/suriname/paramaribo,info@allsurinametours.com,nl,email,2026-09-13,,,,
75NKRF,Bio with Wirjo - Transport,Suriname,southamerica/suriname/paramaribo,tours@biowithwirjo.com,nl,email,2026-09-13,,,,
TL49JH,Black Eagle Tours,Suriname,southamerica/suriname/bigi_pan,contact@blackeagletours.com,nl,email,2026-09-13,,,,
GXXCH4,Cardy Adventures,Suriname,southamerica/suriname/paramaribo,info@cardyadventures.com,nl,email,2026-09-13,,,,
